"id";"hostSrc";"hostDest";"portSrc";"portDest";"protocol"
451;"131.243.155.33";"128.3.161.165";1034;524;"TCP"
452;"131.243.94.204";"239.255.255.253";50487;427;"UDP"
453;"128.3.161.46";"131.243.155.20";943;515;"TCP"
454;"131.243.142.231";"224.0.1.22";427;427;"UDP"
455;"128.3.161.46";"131.243.155.113";3396;1719;"TCP"
456;"128.3.161.46";"131.243.155.113";3396;1718;"TCP"
457;"131.243.144.23";"239.255.255.253";51894;427;"UDP"
458;"131.243.102.75";"131.243.155.174";139;1879;"TCP"
459;"131.243.26.83";"239.255.255.253";64645;427;"UDP"
460;"131.243.103.13";"239.255.255.253";54231;427;"UDP"
461;"128.3.161.98";"131.243.155.174";524;1040;"TCP"
462;"131.243.91.161";"239.255.255.253";51922;427;"UDP"
463;"131.243.63.143";"239.255.255.253";63526;427;"UDP"
464;"131.243.155.78";"128.3.161.223";139;3109;"TCP"
465;"131.243.155.35";"59.223.13.105";1700;80;"TCP"
466;"131.243.155.21";"131.243.146.84";427;50020;"UDP"
467;"131.243.127.24";"239.255.255.253";50292;427;"UDP"
468;"131.243.147.88";"239.255.255.253";50374;427;"UDP"
469;"131.243.61.70";"239.255.255.253";51611;427;"UDP"
470;"131.243.63.39";"239.255.255.253";58885;427;"UDP"
471;"128.3.193.56";"239.255.255.253";49992;427;"UDP"
472;"131.243.142.221";"224.0.1.22";1039;427;"UDP"
473;"131.243.155.83";"128.3.161.223";138;138;"UDP"
474;"131.243.94.195";"239.255.255.253";64290;427;"UDP"
475;"128.3.191.53";"239.255.255.253";63076;427;"UDP"
476;"128.3.161.46";"131.243.155.227";2077;161;"UDP"
477;"128.3.41.110";"239.255.255.253";50357;427;"UDP"
478;"128.3.208.188";"239.255.255.253";52660;427;"UDP"
479;"131.243.101.150";"239.255.255.253";49466;427;"UDP"
480;"128.3.191.130";"239.255.255.253";59484;427;"UDP"
481;"128.3.161.252";"131.243.155.227";987;515;"TCP"
482;"131.243.155.113";"128.3.161.46";1730;3396;"TCP"
483;"131.243.146.115";"239.255.255.253";51343;427;"UDP"
484;"131.243.155.227";"128.3.161.46";161;2089;"UDP"
485;"128.3.161.22";"131.243.155.227";873;515;"TCP"
486;"131.243.155.83";"128.3.161.230";1033;524;"TCP"
487;"128.3.189.127";"239.255.255.253";51797;427;"UDP"
488;"131.243.103.13";"239.255.255.253";54187;427;"UDP"
489;"131.243.94.204";"239.255.255.253";50494;427;"UDP"
490;"131.243.61.187";"239.255.255.253";60982;427;"UDP"
491;"128.3.209.178";"239.255.255.253";58513;427;"UDP"
492;"128.3.209.68";"239.255.255.253";50452;427;"UDP"
493;"131.243.86.232";"239.255.255.253";64873;427;"UDP"
494;"131.243.155.250";"218.131.115.51";1084;80;"TCP"
495;"131.243.104.196";"239.255.255.253";53486;427;"UDP"
496;"131.243.155.113";"128.3.161.46";1704;3396;"TCP"
497;"128.3.211.102";"239.255.255.253";51181;427;"UDP"
498;"128.3.189.146";"239.255.255.253";49293;427;"UDP"
499;"131.243.140.85";"224.0.1.22";1039;427;"UDP"
500;"131.243.94.204";"239.255.255.253";50512;427;"UDP"
501;"131.243.63.143";"239.255.255.253";63508;427;"UDP"
502;"131.243.61.70";"239.255.255.253";51627;427;"UDP"
503;"131.243.101.150";"239.255.255.253";49467;427;"UDP"
504;"128.3.5.23";"239.255.255.253";49542;427;"UDP"
505;"131.243.63.143";"239.255.255.253";63531;427;"UDP"
506;"131.243.94.195";"239.255.255.253";64295;427;"UDP"
507;"131.243.155.152";"128.3.96.230";161;4438;"UDP"
508;"131.243.63.143";"239.255.255.253";63517;427;"UDP"
509;"131.243.63.143";"239.255.255.253";63519;427;"UDP"
510;"131.243.94.195";"239.255.255.253";64316;427;"UDP"
511;"128.3.161.46";"131.243.155.113";3396;1697;"TCP"
512;"131.243.155.35";"208.201.173.240";1678;80;"TCP"
513;"128.3.161.46";"131.243.155.113";3396;1698;"TCP"
514;"128.3.161.46";"131.243.155.113";3396;1699;"TCP"
515;"131.243.142.67";"224.0.1.22";1040;427;"UDP"
516;"131.243.106.63";"239.255.255.253";51302;427;"UDP"
517;"131.243.144.172";"131.243.155.227";1209;161;"UDP"
518;"131.243.155.21";"128.3.39.162";427;60447;"UDP"
519;"131.243.146.180";"239.255.255.253";54527;427;"UDP"
520;"131.243.155.227";"131.243.144.172";161;1203;"UDP"
521;"128.3.161.46";"131.243.155.240";2130;161;"UDP"
522;"131.243.61.70";"239.255.255.253";51622;427;"UDP"
523;"131.243.103.13";"239.255.255.253";54131;427;"UDP"
524;"131.243.155.21";"131.243.90.129";427;58563;"UDP"
525;"131.243.155.21";"131.243.144.120";427;49298;"UDP"
526;"131.243.155.35";"208.201.173.240";1676;80;"TCP"
527;"131.243.61.187";"239.255.255.253";61020;427;"UDP"
528;"128.3.209.68";"239.255.255.253";50450;427;"UDP"
529;"198.128.26.67";"239.255.255.253";49537;427;"UDP"
530;"128.3.161.165";"131.243.155.146";524;1033;"TCP"
531;"131.243.145.237";"224.0.1.22";1038;427;"UDP"
532;"131.243.103.106";"239.255.255.253";55984;427;"UDP"
533;"131.243.155.227";"128.3.161.252";515;987;"TCP"
534;"170.138.112.62";"131.243.155.35";63895;113;"TCP"
535;"131.243.95.181";"239.255.255.253";50861;427;"UDP"
536;"131.243.63.143";"239.255.255.253";63547;427;"UDP"
537;"128.3.208.188";"239.255.255.253";52696;427;"UDP"
538;"128.3.112.243";"239.255.255.253";53765;427;"UDP"
539;"131.243.147.67";"239.255.255.253";61426;427;"UDP"
540;"131.243.142.153";"224.0.1.22";1039;427;"UDP"
541;"131.243.90.216";"239.255.255.253";59764;427;"UDP"
542;"131.243.155.113";"128.3.161.46";1706;3396;"TCP"
543;"131.243.40.126";"239.255.255.253";62206;427;"UDP"
544;"131.243.155.227";"128.3.161.22";161;1032;"UDP"
545;"131.243.26.223";"224.0.1.22";1040;427;"UDP"
546;"128.3.209.201";"239.255.255.253";51032;427;"UDP"
547;"128.3.161.22";"131.243.155.227";810;515;"TCP"
548;"128.3.193.56";"239.255.255.253";49991;427;"UDP"
549;"128.3.161.22";"131.243.155.227";995;515;"TCP"
550;"131.243.155.113";"128.3.161.46";1728;3396;"TCP"
551;"128.3.161.98";"131.243.155.146";524;1039;"TCP"
552;"131.243.15.92";"239.255.255.253";49556;427;"UDP"
553;"131.243.155.146";"128.3.161.165";1033;524;"TCP"
554;"131.243.155.35";"208.201.173.240";1682;80;"TCP"
555;"128.3.7.204";"239.255.255.253";58371;427;"UDP"
556;"131.243.155.21";"128.3.208.24";427;49374;"UDP"
557;"131.243.155.113";"131.243.219.216";137;137;"UDP"
558;"128.3.161.46";"131.243.155.113";3396;1732;"TCP"
559;"128.3.161.46";"131.243.155.227";2066;161;"UDP"
560;"131.243.94.195";"239.255.255.253";64324;427;"UDP"
561;"131.243.13.111";"239.255.255.253";50617;427;"UDP"
562;"128.3.7.223";"239.255.255.253";55835;427;"UDP"
563;"128.3.210.98";"239.255.255.253";51723;427;"UDP"
564;"131.243.155.146";"131.243.141.187";1040;524;"TCP"
565;"131.243.155.125";"204.116.20.80";4842;443;"TCP"
566;"128.3.161.46";"131.243.155.227";2072;161;"UDP"
567;"131.243.155.113";"128.3.161.46";1731;3396;"TCP"
568;"131.243.155.125";"128.3.164.203";4683;389;"TCP"
569;"131.243.155.125";"131.243.155.255";138;138;"UDP"
570;"131.243.144.120";"239.255.255.253";49298;427;"UDP"
571;"131.243.124.221";"239.255.255.253";63402;427;"UDP"
572;"128.3.208.188";"239.255.255.253";52700;427;"UDP"
573;"131.243.141.187";"239.255.255.253";427;427;"UDP"
574;"128.3.194.175";"224.0.1.60";427;427;"UDP"
575;"131.243.103.106";"239.255.255.253";55986;427;"UDP"
576;"131.243.127.24";"239.255.255.253";50291;427;"UDP"
577;"131.243.62.209";"131.243.155.227";1273;161;"UDP"
578;"131.243.219.216";"131.243.155.83";137;137;"UDP"
579;"128.3.161.22";"131.243.155.227";1032;161;"UDP"
580;"131.243.155.125";"204.116.36.227";4840;80;"TCP"
581;"131.243.13.202";"239.255.255.253";56615;427;"UDP"
582;"131.243.40.126";"239.255.255.253";62203;427;"UDP"
583;"128.3.161.46";"131.243.155.240";2139;161;"UDP"
584;"131.243.61.70";"239.255.255.253";51612;427;"UDP"
585;"131.243.155.113";"128.3.161.46";1700;3396;"TCP"
586;"131.243.155.35";"208.201.173.240";1677;80;"TCP"
587;"131.243.103.106";"239.255.255.253";55975;427;"UDP"
588;"131.243.94.195";"239.255.255.253";64271;427;"UDP"
589;"131.243.155.113";"128.3.161.46";1721;3396;"TCP"
590;"131.243.155.35";"131.243.155.255";138;138;"UDP"
591;"131.243.155.35";"208.201.173.240";1675;80;"TCP"
592;"131.243.26.106";"224.0.1.22";1026;427;"UDP"
593;"131.243.155.174";"131.243.141.187";1032;524;"TCP"
594;"131.243.103.13";"239.255.255.253";54178;427;"UDP"
595;"131.243.219.216";"131.243.155.178";137;137;"UDP"
596;"131.243.61.187";"239.255.255.253";60986;427;"UDP"
597;"131.243.155.35";"170.138.112.62";1666;25;"TCP"
598;"131.243.155.227";"128.3.161.22";515;735;"TCP"
599;"131.243.155.178";"128.3.161.197";138;138;"UDP"
600;"128.3.112.63";"239.255.255.253";54081;427;"UDP"
601;"131.243.155.227";"131.243.62.209";161;1279;"UDP"
602;"131.243.155.227";"131.243.62.209";161;1278;"UDP"
603;"131.243.103.13";"239.255.255.253";54128;427;"UDP"
604;"131.243.155.227";"131.243.62.209";161;1271;"UDP"
605;"131.243.155.227";"131.243.62.209";161;1273;"UDP"
606;"131.243.155.227";"131.243.62.209";161;1275;"UDP"
607;"131.243.155.227";"131.243.62.209";161;1274;"UDP"
608;"131.243.155.227";"131.243.62.209";161;1277;"UDP"
609;"131.243.155.227";"131.243.62.209";161;1276;"UDP"
610;"131.243.142.214";"131.243.155.83";524;2380;"TCP"
611;"131.243.142.214";"224.0.1.22";427;427;"UDP"
612;"128.3.7.204";"239.255.255.253";58372;427;"UDP"
613;"131.243.60.244";"239.255.255.253";63260;427;"UDP"
614;"128.3.161.22";"131.243.155.227";927;515;"TCP"
615;"131.243.155.227";"128.3.161.22";515;826;"TCP"
616;"128.3.161.46";"131.243.155.240";2142;161;"UDP"
617;"128.3.242.248";"239.255.255.253";50492;427;"UDP"
618;"131.243.61.187";"239.255.255.253";61006;427;"UDP"
619;"128.3.6.162";"239.255.255.253";51775;427;"UDP"
620;"131.243.146.84";"239.255.255.253";50018;427;"UDP"
621;"131.243.155.125";"206.23.215.103";3367;80;"TCP"
622;"131.243.94.195";"239.255.255.253";64272;427;"UDP"
623;"131.243.142.8";"224.0.1.22";1040;427;"UDP"
624;"131.243.155.35";"170.138.112.62";1668;25;"TCP"
625;"131.243.155.113";"131.243.141.187";1048;524;"TCP"
626;"131.243.61.70";"239.255.255.253";51623;427;"UDP"
627;"128.3.161.62";"131.243.155.37";1056;2967;"UDP"
628;"131.243.91.149";"239.255.255.253";49454;427;"UDP"
629;"131.243.155.113";"128.3.210.223";138;138;"UDP"
630;"131.243.155.113";"128.3.161.46";1701;3396;"TCP"
631;"128.3.161.252";"131.243.155.227";1031;161;"UDP"
632;"131.243.105.204";"239.255.255.253";49170;427;"UDP"
633;"128.3.161.46";"131.243.155.227";2081;161;"UDP"
634;"131.243.140.206";"224.0.1.22";1042;427;"UDP"
635;"131.243.103.13";"239.255.255.253";54179;427;"UDP"
636;"128.3.96.230";"131.243.155.152";2732;161;"UDP"
637;"128.3.208.188";"239.255.255.253";52698;427;"UDP"
638;"131.243.155.78";"128.3.161.223";138;138;"UDP"
639;"131.243.155.178";"131.243.219.216";137;137;"UDP"
640;"131.243.103.13";"239.255.255.253";54167;427;"UDP"
641;"131.243.155.250";"208.189.202.205";1107;80;"TCP"
642;"131.243.141.187";"131.243.155.174";524;1032;"TCP"
643;"128.3.161.46";"131.243.155.227";2075;161;"UDP"
644;"131.243.155.113";"128.3.161.46";1726;3396;"TCP"
645;"128.3.161.46";"131.243.155.113";3396;1708;"TCP"
646;"128.3.7.204";"239.255.255.253";58370;427;"UDP"
647;"131.243.155.35";"208.201.173.240";1674;80;"TCP"
648;"131.243.61.187";"239.255.255.253";60956;427;"UDP"
649;"131.243.144.171";"239.255.255.253";54064;427;"UDP"
650;"131.243.155.113";"128.3.161.230";1037;524;"TCP"
651;"131.243.142.173";"224.0.1.22";1039;427;"UDP"
652;"131.243.144.23";"239.255.255.253";51897;427;"UDP"
653;"128.3.161.46";"131.243.155.113";3396;1728;"TCP"
654;"131.243.143.231";"239.255.255.253";49726;427;"UDP"
655;"131.243.155.113";"128.3.161.46";1732;3396;"TCP"
656;"128.3.211.215";"239.255.255.253";55667;427;"UDP"
657;"131.243.88.128";"239.255.255.253";51699;427;"UDP"
658;"128.3.18.120";"224.0.1.22";1026;427;"UDP"
659;"131.243.94.195";"239.255.255.253";64315;427;"UDP"
660;"131.243.84.27";"239.255.255.253";64256;427;"UDP"
661;"128.3.161.46";"131.243.155.227";2065;161;"UDP"
662;"131.243.155.113";"128.3.164.191";1448;5730;"TCP"
663;"131.243.155.152";"128.3.96.230";161;3542;"UDP"
664;"131.243.89.237";"239.255.255.253";50205;427;"UDP"
665;"128.3.7.122";"239.255.255.253";55209;427;"UDP"
666;"128.3.194.177";"239.255.255.253";50473;427;"UDP"
667;"128.3.161.22";"131.243.155.227";760;515;"TCP"
668;"131.243.103.13";"239.255.255.253";54134;427;"UDP"
669;"131.243.144.172";"131.243.155.227";1208;161;"UDP"
670;"128.3.161.62";"131.243.155.174";1056;2967;"UDP"
671;"131.243.155.125";"204.116.20.141";4836;80;"TCP"
672;"131.243.103.13";"239.255.255.253";54210;427;"UDP"
673;"128.3.209.68";"239.255.255.253";50451;427;"UDP"
674;"131.243.155.113";"128.3.161.46";1733;3396;"TCP"
675;"131.243.15.9";"239.255.255.253";49767;427;"UDP"
676;"128.3.96.230";"131.243.155.152";2439;161;"UDP"
677;"131.243.232.19";"239.255.255.253";49824;427;"UDP"
678;"128.3.161.46";"131.243.155.227";2071;161;"UDP"
679;"131.243.94.195";"239.255.255.253";64292;427;"UDP"
680;"128.3.211.136";"239.255.255.253";51388;427;"UDP"
681;"131.243.94.195";"239.255.255.253";64314;427;"UDP"
682;"128.3.161.46";"131.243.155.240";2144;161;"UDP"
683;"128.3.161.46";"131.243.155.227";2086;161;"UDP"
684;"131.243.106.30";"239.255.255.253";50288;427;"UDP"
685;"131.243.143.66";"239.255.255.253";427;427;"UDP"
686;"131.243.94.204";"239.255.255.253";50503;427;"UDP"
687;"204.116.20.80";"131.243.155.125";443;4842;"TCP"
688;"128.3.161.74";"131.243.155.37";524;3010;"TCP"
689;"131.243.141.94";"224.0.1.22";1038;427;"UDP"
690;"128.3.209.178";"239.255.255.253";58512;427;"UDP"
691;"128.3.210.223";"131.243.155.125";138;138;"UDP"
692;"128.3.255.147";"224.0.1.22";427;427;"UDP"
693;"131.243.103.106";"239.255.255.253";55976;427;"UDP"
694;"131.243.155.37";"131.243.219.216";137;137;"UDP"
695;"128.3.7.12";"239.255.255.253";49744;427;"UDP"
696;"131.243.103.13";"239.255.255.253";54213;427;"UDP"
697;"131.243.155.125";"131.243.219.216";137;137;"UDP"
698;"131.243.103.13";"239.255.255.253";54208;427;"UDP"
699;"128.3.161.46";"131.243.155.240";2135;161;"UDP"
700;"128.3.164.194";"131.243.155.146";993;1080;"TCP"
701;"131.243.91.224";"239.255.255.253";52499;427;"UDP"
702;"131.243.155.21";"239.255.255.253";49430;427;"UDP"
703;"128.3.4.200";"239.255.255.253";49153;427;"UDP"
704;"128.3.161.98";"131.243.155.178";524;2810;"TCP"
705;"131.243.141.124";"239.255.255.253";427;427;"UDP"
706;"128.3.194.105";"239.255.255.253";50008;427;"UDP"
707;"131.243.146.84";"239.255.255.253";50019;427;"UDP"
708;"131.243.143.179";"224.0.1.22";1052;427;"UDP"
709;"170.138.112.62";"131.243.155.35";63893;113;"TCP"
710;"128.3.194.200";"239.255.255.253";57307;427;"UDP"
711;"131.243.94.204";"239.255.255.253";50473;427;"UDP"
712;"131.243.104.196";"239.255.255.253";53489;427;"UDP"
713;"131.243.155.227";"128.3.161.252";515;825;"TCP"
714;"131.243.101.177";"239.255.255.253";53876;427;"UDP"
715;"131.243.61.187";"239.255.255.253";60989;427;"UDP"
716;"128.3.255.147";"239.255.255.253";427;427;"UDP"
717;"131.243.61.70";"239.255.255.253";51600;427;"UDP"
718;"131.243.103.106";"239.255.255.253";55985;427;"UDP"
719;"131.243.62.209";"131.243.155.227";1274;161;"UDP"
720;"131.243.155.21";"131.243.146.115";427;51343;"UDP"
721;"131.243.144.23";"239.255.255.253";51896;427;"UDP"
722;"128.3.161.22";"131.243.155.227";735;515;"TCP"
723;"131.243.103.106";"239.255.255.253";55983;427;"UDP"
724;"131.243.94.195";"239.255.255.253";64289;427;"UDP"
725;"131.243.219.216";"131.243.155.125";137;137;"UDP"
726;"128.3.112.36";"239.255.255.253";53423;427;"UDP"
727;"131.243.155.35";"170.138.112.37";1669;993;"TCP"
728;"131.243.90.129";"239.255.255.253";58556;427;"UDP"
729;"131.243.103.13";"239.255.255.253";54130;427;"UDP"
730;"131.243.155.78";"131.243.155.255";138;138;"UDP"
731;"131.243.146.218";"239.255.255.253";63634;427;"UDP"
732;"131.243.84.27";"239.255.255.253";64257;427;"UDP"
733;"131.243.103.13";"239.255.255.253";54169;427;"UDP"
734;"131.243.155.21";"128.3.6.162";427;51776;"UDP"
735;"131.243.61.187";"239.255.255.253";60996;427;"UDP"
736;"128.3.37.195";"239.255.255.253";55793;427;"UDP"
737;"213.221.231.81";"131.243.155.152";3627;1026;"UDP"
738;"131.243.101.177";"239.255.255.253";53875;427;"UDP"
739;"131.243.155.178";"128.3.161.197";123;123;"UDP"
740;"131.243.61.70";"239.255.255.253";51628;427;"UDP"
741;"131.243.253.92";"131.243.155.83";1031;38293;"UDP"
742;"131.243.61.187";"239.255.255.253";61012;427;"UDP"
743;"131.243.107.179";"224.0.1.22";1039;427;"UDP"
744;"128.3.161.74";"131.243.155.146";524;1036;"TCP"
745;"131.243.144.223";"239.255.255.253";54700;427;"UDP"
746;"131.243.95.181";"239.255.255.253";50862;427;"UDP"
747;"131.243.155.250";"118.188.34.111";1106;80;"TCP"
748;"131.243.94.195";"239.255.255.253";64326;427;"UDP"
749;"128.3.209.27";"239.255.255.253";50232;427;"UDP"
750;"128.3.183.201";"239.255.255.253";49914;427;"UDP"
751;"131.243.103.13";"239.255.255.253";54150;427;"UDP"
752;"131.243.61.187";"239.255.255.253";60964;427;"UDP"
753;"131.243.155.35";"207.235.214.252";1689;80;"TCP"
754;"204.116.20.80";"131.243.155.125";80;4838;"TCP"
755;"131.243.14.250";"239.255.255.253";58393;427;"UDP"
756;"128.3.161.230";"131.243.155.83";524;1032;"TCP"
757;"128.3.161.230";"131.243.155.83";524;1033;"TCP"
758;"131.243.94.195";"239.255.255.253";64308;427;"UDP"
759;"131.243.90.52";"239.255.255.253";52109;427;"UDP"
760;"128.3.161.22";"131.243.155.227";999;515;"TCP"
761;"131.243.85.54";"224.0.1.22";427;427;"UDP"
762;"128.3.161.46";"131.243.155.227";2078;161;"UDP"
763;"131.243.13.111";"239.255.255.253";50618;427;"UDP"
764;"131.243.219.233";"239.255.255.253";51077;427;"UDP"
765;"131.243.155.227";"128.3.161.22";515;893;"TCP"
766;"131.243.61.187";"239.255.255.253";60972;427;"UDP"
767;"131.243.103.106";"239.255.255.253";55982;427;"UDP"
768;"131.243.155.35";"208.201.173.240";1680;80;"TCP"
769;"59.223.8.114";"131.243.155.35";80;1701;"TCP"
770;"128.3.161.46";"131.243.155.240";2132;161;"UDP"
771;"131.243.144.172";"131.243.155.227";1203;161;"UDP"
772;"128.3.6.206";"239.255.255.253";49278;427;"UDP"
773;"128.3.183.201";"239.255.255.253";49913;427;"UDP"
774;"131.243.61.187";"239.255.255.253";60951;427;"UDP"
775;"131.243.155.21";"131.243.94.204";427;50510;"UDP"
776;"131.243.155.113";"128.3.161.46";1703;3396;"TCP"
777;"128.3.161.197";"131.243.155.178";123;123;"UDP"
778;"131.243.155.113";"128.3.161.46";1699;3396;"TCP"
779;"131.243.155.113";"128.3.161.46";1707;3396;"TCP"
780;"131.243.155.113";"128.55.157.218";138;138;"UDP"
781;"131.243.94.195";"239.255.255.253";64297;427;"UDP"
782;"131.243.94.195";"239.255.255.253";64285;427;"UDP"
783;"131.243.155.146";"128.3.161.74";1036;524;"TCP"
784;"131.243.61.187";"239.255.255.253";61023;427;"UDP"
785;"131.243.88.223";"239.255.255.253";49600;427;"UDP"
786;"131.243.103.106";"239.255.255.253";55987;427;"UDP"
787;"131.243.94.195";"239.255.255.253";64294;427;"UDP"
788;"131.243.61.70";"239.255.255.253";51635;427;"UDP"
789;"131.243.103.106";"239.255.255.253";55978;427;"UDP"
790;"131.243.170.104";"224.0.1.22";1034;427;"UDP"
791;"131.243.155.35";"208.201.173.240";1672;80;"TCP"
792;"208.201.173.240";"131.243.155.35";80;1678;"TCP"
793;"208.201.173.240";"131.243.155.35";80;1679;"TCP"
794;"131.243.141.187";"131.243.155.113";524;1048;"TCP"
795;"208.201.173.240";"131.243.155.35";80;1672;"TCP"
796;"208.201.173.240";"131.243.155.35";80;1673;"TCP"
797;"208.201.173.240";"131.243.155.35";80;1671;"TCP"
798;"208.201.173.240";"131.243.155.35";80;1676;"TCP"
799;"208.201.173.240";"131.243.155.35";80;1677;"TCP"
800;"131.243.155.250";"208.189.202.205";1097;80;"TCP"
801;"208.201.173.240";"131.243.155.35";80;1675;"TCP"
802;"128.3.191.1";"239.255.255.253";57275;427;"UDP"
803;"131.243.103.13";"239.255.255.253";54199;427;"UDP"
804;"128.3.161.98";"131.243.155.113";524;1043;"TCP"
805;"131.243.141.187";"131.243.155.83";524;1045;"TCP"
806;"59.223.8.114";"131.243.155.35";80;1687;"TCP"
807;"131.243.102.51";"224.0.1.22";1040;427;"UDP"
808;"128.3.208.24";"239.255.255.253";49339;427;"UDP"
809;"131.243.155.20";"128.3.161.46";515;944;"TCP"
810;"131.243.94.195";"239.255.255.253";64277;427;"UDP"
811;"131.243.155.20";"128.3.161.46";515;942;"TCP"
812;"131.243.155.20";"128.3.161.46";515;941;"TCP"
813;"131.243.155.20";"128.3.161.46";515;940;"TCP"
814;"128.3.208.31";"131.243.155.37";445;3572;"TCP"
815;"131.243.140.225";"224.0.1.22";1039;427;"UDP"
816;"128.3.161.46";"131.243.155.227";2064;161;"UDP"
817;"128.3.161.252";"131.243.155.227";776;515;"TCP"
818;"131.243.26.83";"239.255.255.253";64627;427;"UDP"
819;"131.243.94.195";"239.255.255.253";64310;427;"UDP"
820;"128.3.211.102";"239.255.255.253";51180;427;"UDP"
821;"128.3.164.194";"131.243.155.33";993;1147;"TCP"
822;"131.243.61.70";"239.255.255.253";51633;427;"UDP"
823;"131.243.107.209";"239.255.255.253";49722;427;"UDP"
824;"128.3.161.22";"131.243.155.227";893;515;"TCP"
825;"131.243.61.187";"239.255.255.253";60954;427;"UDP"
826;"208.189.202.205";"131.243.155.250";80;1107;"TCP"
827;"128.3.188.158";"239.255.255.253";50366;427;"UDP"
828;"208.189.202.205";"131.243.155.250";80;1102;"TCP"
829;"128.3.96.230";"131.243.155.152";1245;161;"UDP"
830;"131.243.63.143";"239.255.255.253";63488;427;"UDP"
831;"59.223.55.73";"131.243.155.35";80;1691;"TCP"
832;"59.223.55.73";"131.243.155.35";80;1692;"TCP"
833;"131.243.13.111";"239.255.255.253";50621;427;"UDP"
834;"131.243.140.252";"224.0.1.22";1036;427;"UDP"
835;"131.243.94.195";"239.255.255.253";64304;427;"UDP"
836;"128.3.161.165";"131.243.155.33";524;1026;"TCP"
837;"131.243.94.120";"224.0.1.22";427;427;"UDP"
838;"131.243.155.35";"59.223.13.123";1695;80;"TCP"
839;"131.243.94.195";"239.255.255.253";64278;427;"UDP"
840;"131.243.155.78";"128.3.161.223";3474;139;"TCP"
841;"131.243.61.70";"239.255.255.253";51598;427;"UDP"
842;"131.243.103.106";"239.255.255.253";55992;427;"UDP"
843;"131.243.147.72";"239.255.255.253";49828;427;"UDP"
844;"128.3.164.194";"131.243.155.174";993;1082;"TCP"
845;"128.3.211.136";"239.255.255.253";51376;427;"UDP"
846;"131.243.103.13";"239.255.255.253";54224;427;"UDP"
847;"131.243.63.143";"239.255.255.253";63545;427;"UDP"
848;"131.243.61.187";"239.255.255.253";60955;427;"UDP"
849;"128.3.161.98";"131.243.155.83";524;1039;"TCP"
850;"128.3.208.24";"239.255.255.253";49375;427;"UDP"
851;"131.243.155.83";"128.3.161.230";1032;524;"TCP"
852;"131.243.103.13";"239.255.255.253";54137;427;"UDP"
853;"131.243.61.70";"239.255.255.253";51625;427;"UDP"
854;"131.243.101.177";"239.255.255.253";53881;427;"UDP"
855;"131.243.155.28";"198.125.133.255";138;138;"UDP"
856;"128.3.188.70";"239.255.255.253";49162;427;"UDP"
857;"128.3.242.214";"239.255.255.253";49435;427;"UDP"
858;"131.243.124.221";"239.255.255.253";63401;427;"UDP"
859;"131.243.61.70";"239.255.255.253";51615;427;"UDP"
860;"131.243.141.210";"224.0.1.22";1039;427;"UDP"
861;"131.243.89.80";"239.255.255.253";64298;427;"UDP"
862;"131.243.103.13";"239.255.255.253";54216;427;"UDP"
863;"131.243.170.252";"239.255.255.253";49521;427;"UDP"
864;"131.243.155.113";"128.3.161.46";1710;3396;"TCP"
865;"131.243.155.227";"128.3.161.46";161;2064;"UDP"
866;"131.243.13.111";"239.255.255.253";50616;427;"UDP"
867;"131.243.90.129";"239.255.255.253";58557;427;"UDP"
868;"128.3.161.74";"131.243.155.37";524;3009;"TCP"
869;"131.243.10.188";"239.255.255.253";49202;427;"UDP"
870;"207.235.214.252";"131.243.155.35";80;1689;"TCP"
871;"128.3.188.170";"239.255.255.253";60646;427;"UDP"
872;"131.243.12.246";"239.255.255.253";50928;427;"UDP"
873;"128.3.161.46";"131.243.155.227";2088;161;"UDP"
874;"131.243.95.221";"239.255.255.253";51975;427;"UDP"
875;"128.3.96.230";"131.243.155.152";4618;161;"UDP"
876;"131.243.155.21";"131.243.125.102";427;58801;"UDP"
877;"131.243.93.106";"239.255.255.253";63525;427;"UDP"
878;"131.243.103.13";"239.255.255.253";54202;427;"UDP"
879;"128.3.161.197";"131.243.155.178";139;3522;"TCP"
880;"128.3.7.62";"239.255.255.253";53212;427;"UDP"
881;"128.3.189.146";"239.255.255.253";49295;427;"UDP"
882;"131.243.143.12";"224.0.1.22";1039;427;"UDP"
883;"131.243.141.187";"131.243.155.178";524;2809;"TCP"
884;"131.243.105.73";"239.255.255.253";56042;427;"UDP"
885;"128.3.164.194";"131.243.155.125";993;4639;"TCP"
886;"131.243.155.240";"128.3.161.46";161;2138;"UDP"
887;"131.243.140.105";"131.243.155.174";524;1038;"TCP"
888;"131.243.155.240";"128.3.161.46";161;2135;"UDP"
889;"131.243.155.240";"128.3.161.46";161;2134;"UDP"
890;"131.243.155.240";"128.3.161.46";161;2137;"UDP"
891;"131.243.155.240";"128.3.161.46";161;2136;"UDP"
892;"131.243.155.240";"128.3.161.46";161;2131;"UDP"
893;"131.243.155.240";"128.3.161.46";161;2130;"UDP"
894;"131.243.155.240";"128.3.161.46";161;2133;"UDP"
895;"131.243.155.240";"128.3.161.46";161;2132;"UDP"
896;"128.3.161.46";"131.243.155.240";2140;161;"UDP"
897;"128.3.39.69";"239.255.255.253";50543;427;"UDP"
898;"128.3.188.31";"131.243.155.78";4191;139;"TCP"
899;"131.243.253.92";"131.243.155.125";1031;38293;"UDP"
900;"131.243.155.227";"131.243.144.172";161;1204;"UDP"
901;"131.243.155.250";"193.116.32.109";1103;80;"TCP"
